Time,Voltage - Dev1_ai0,Voltage - Dev1_ai1,Voltage - Dev1_ai2,Voltage - Dev1_ai3,Voltage - Dev1_ai4,Voltage - Dev1_ai5,Voltage - Dev1_ai6,Voltage - Dev1_ai7
3725400000.0,9.852423797591893e-05,-0.0013213242391730427,0.02238028628014491,2.093315177493241e-05,-0.000867863041965777,-0.0006299309937288487,-0.000998612149218675,-0.001027888938019251
3725400010.0,0.00016280850161642848,-0.0013461689345929417,0.022415406698791232,-0.0005882210717695389,-0.0008225006867896858,-0.0006271268163070767,-0.0010167602823909988,-0.001032171090974424
3725400020.0,0.00019385388167489375,-0.0012570610579962162,0.0224264356703095,0.00011177480949892462,-0.0008823906866659458,-0.0006257406109389184,-0.0009700945070136017,-0.001017703412883045
3725400030.0,-0.0005079797874115434,-0.001191690686942683,0.02241326600674026,-8.031228698214693e-08,-0.0010047415196652563,-0.0005758846458556397,-0.0009985645837464105,-0.0010850112662106016
3725400040.0,-2.9536918623569665e-06,-0.0012914301027743024,0.022387799357415833,0.0006310577364436978,-0.0008646504195874617,-0.00030948420451208826,-0.001003783247758826,-0.0010849457444169154
3725400050.0,0.0002597537138205244,-0.0013545330823156443,0.022411539787443285,0.0006288345242835962,-0.000912746331674973,-0.0005618943211062313,-0.0010098043498615384,-0.001048863698572932
3725400060.0,0.0006554870033731926,-0.00129088913504318,0.022395241455294566,5.145794471148312e-05,-0.0007737189504040118,-0.0002667973894542986,-0.0009716213213061822,-0.0010495154838583967
3725400070.0,0.000524828381792408,-0.0012797470965550826,0.022373706011185403,0.0005982953829510429,-0.0008351136861119684,-0.0007084088197370667,-0.0009710286664570825,-0.0010486115492330183
3725400080.0,0.0008218677449726498,-0.0012514082194266115,0.022411490939030228,0.0006694971654557127,-0.0008661623232684048,-0.0007082061563918498,-0.0009974122710226106,-0.0010394477477683119
3725400090.0,0.0012607347580796513,-0.001279820591618569,0.022373037546260095,0.0008994593832239544,-0.0008039043775932142,-0.0006527335144386533,-0.0009988898299322512,-0.0010568717988456212
3725400100.0,0.0011857898354215247,-0.0013225155704777306,0.022380675881115097,0.000648607532092854,-0.0008490873783230112,-0.0006184450500244614,-0.0009974760064471574,-0.001075879989445131
3725400110.0,0.0009539959602086913,-0.00125794300542578,0.02245749064255222,0.001070097256309777,-0.0009141492411056979,-0.0005822111730641697,-0.000994048236129667,-0.001078863752243914
3725400120.0,0.0015245183004662266,-0.0012040088633948234,0.02237320428225995,0.0011316284468079582,-0.0009496619189697975,-0.00043451067688728243,-0.0009977830009935192,-0.001042729563669874
3725400130.0,0.001575563962519982,-0.00126830650252503,0.022400130363078113,0.0015415833927910434,-0.0009118187978564494,-0.0005200661323810979,-0.0009776088717250789,-0.0010684449602423555
3725400140.0,0.0014990556813444724,-0.0013546925887669918,0.022458244996015,0.0010733519253781642,-0.0010181101825992294,-0.0007495226594881118,-0.0009634584155549087,-0.0010661625227110752
3725400150.0,0.0012142594422953268,-0.0012264965609691087,0.022458714330457957,0.0011163419962642207,-0.000891064773403021,-0.0006353677293654277,-0.0009814504529523332,-0.0010597858699620537
3725400160.0,0.002196091624363429,-0.0012467411210911074,0.022384617665762056,0.0014457351292629045,-0.0008630971132943498,-0.0007270407679869882,-0.000965486316756604,-0.0010297597785128502
3725400170.0,0.0018541266288672688,-0.0011827266423613857,0.022364021233896157,0.001981434983455085,-0.0008749794832377882,-0.0006268861668486166,-0.0009846303147373,-0.0010604917598069732
3725400180.0,0.0020826393983928034,-0.001257562487433175,0.0223755379440627,0.001677739837274936,-0.0009410437802131249,-0.0006707461012383516,-0.0009644569438009048,-0.0010398499559424073
3725400190.0,0.002165779984674807,-0.0012946970097373186,0.022409741142724822,0.0017549623808291316,-0.0009746838471699398,-0.0005086250028726639,-0.0009967262265373896,-0.0010681787353534647
3725400200.0,0.0027339412463644338,-0.0013700617336124454,0.022386945965453597,0.002038186061639546,-0.0009825649902552263,-0.0005425300516067912,-0.0009713226414742893,-0.0010280402006330464
3725400210.0,0.0023524291797019483,-0.0012160006773510217,0.02239150468236731,0.002293069059414096,-0.0008916016670475002,-0.0005636316857023321,-0.0009581235791089372,-0.0010300510749315683
3725400220.0,0.0021902747176346833,-0.0012974648798358133,0.022397229618328546,0.0020487423453022023,-0.0008337355702694929,-0.0006693892628708791,-0.000979640417087569,-0.0010886843946977223
3725400230.0,0.0027323603096214536,-0.0012147468680513357,0.022448489298124173,0.0023155824137736894,-0.0008580725006923607,-0.0005356994306079508,-0.001031109970301335,-0.0010712273741340728
3725400240.0,0.0025939344290965833,-0.00129037865776758,0.022408828771938127,0.0024484483902998105,-0.0009826197854632733,-0.0006616705035606396,-0.000987420576276345,-0.001064251558344095
3725400250.0,0.003229792268980449,-0.001267374600065936,0.022418331470146,0.0026454391069541407,-0.0007906121912944376,-0.0007727455697068644,-0.001002613243718911,-0.00104823057640503
3725400260.0,0.002893168372317085,-0.0012862926068017595,0.022465992361876765,0.0025793565220928426,-0.0009016701891169147,-0.0007599019979163492,-0.0009981033911166852,-0.001066723897389449
3725400270.0,0.002891969046923076,-0.0012939325206719424,0.02235156065495133,0.002836050761638786,-0.0008459466013759141,-0.0005772747691347496,-0.0009960385757490182,-0.0010339615431042126
3725400280.0,0.0032787511577065673,-0.0011966908618863555,0.02235358821815477,0.0026961197325198567,-0.0008973139859056831,-0.0003312330515810104,-0.000985292652098713,-0.0010267403060899463
3725400290.0,0.003423802410780158,-0.0012606934152676547,0.022450282475879095,0.0029421966982214657,-0.0008322697159929228,-0.000424550009492436,-0.000976669723267684,-0.0010571343093647896
3725400300.0,0.0034556499209582358,-0.0012836228255870574,0.022337015068132685,0.002963269455973679,-0.0010132781896117756,-0.0006832668406501377,-0.0009708423531593094,-0.0010790403776686991
3725400310.0,0.003646562847371458,-0.0013476164373312633,0.022347386036999397,0.0029612579926258553,-0.0008504553747398745,-0.0005219593950441291,-0.0009919002865055888,-0.0010663768835868731
3725400320.0,0.003881092378977135,-0.0011891285461474888,0.02242064799765858,0.003140953617795027,-0.0008557786795096104,-0.0008449414127553265,-0.0009855248411469529,-0.001031974535178715
3725400330.0,0.0039015193695013197,-0.0013103333733084173,0.022412934853871837,0.0038888119950539874,-0.0010140199240999993,-0.0007119940613445977,-0.0009842543020345568,-0.0010251392518334976
3725400340.0,0.0036457314490311917,-0.001215341080179185,0.02231683130517315,0.0031861905186866837,-0.0009081854781973401,-0.0005068824235050885,-0.001042648623903291,-0.0010597807092518551
3725400350.0,0.0036788729409194866,-0.0012504371716280914,0.022392244488572237,0.0035424021559792834,-0.0010192840883303128,-0.0005898952278857849,-0.0010024380530125165,-0.0010747686369184588
3725400360.0,0.0038863168412451893,-0.0012764584314271883,0.0224238686718903,0.0035961542332093198,-0.0009358510865575162,-0.00044570132860500205,-0.0009759830211919421,-0.0010484447454578699
3725400370.0,0.004186075948934905,-0.001216937268247301,0.022447032569780367,0.0035989114278257095,-0.0008568980108244673,-0.000670149046854379,-0.0009956164720933535,-0.0010384316991574906
3725400380.0,0.0040204382856773285,-0.0012173532549235283,0.0224446957861686,0.0038727932268634163,-0.001049043418677264,-0.0002646729296265784,-0.0010298574711727294,-0.001049444738907477
3725400390.0,0.004071503113326645,-0.0013327489967279163,0.0224065347887459,0.003589464398840842,-0.0009474647436699144,-0.0004945018253540572,-0.000993762147682628,-0.0010390767661502265
3725400400.0,0.0041212034314392675,-0.0012015735675295486,0.02238090867657423,0.003844191484577351,-0.0009197766993409489,-0.0006040551450209506,-0.0009850871801000175,-0.0010359684387525542
3725400410.0,0.004626516398932842,-0.0012844855609482513,0.02241097360942741,0.003960953139010584,-0.0008904034417328069,-0.0007279235714629244,-0.0009753026744832554,-0.0010703175252514806
3725400420.0,0.004445595117979329,-0.001275927263296314,0.022398689315535108,0.0043549080828044805,-0.0008628122043243413,-0.0007021769770183539,-0.0009845702262584282,-0.001072271877955185
3725400430.0,0.004293609431448516,-0.0013265644636217247,0.02245931399418469,0.0038604272672397516,-0.0009236691554215995,-0.0004480279110614713,-0.0009941965164790858,-0.0010489846187988698
3725400440.0,0.004731279826588242,-0.001160135493369646,0.022404432632255583,0.004252088818316579,-0.0008972973655209893,-0.0005715852097968359,-0.0010345394714150263,-0.0010740893642760473
3725400450.0,0.0045819792801534785,-0.0012583037858794758,0.02242194526732479,0.004025116341412882,-0.0008676435630135027,-0.000571336186804676,-0.0009764735516305746,-0.0010465404357085713
3725400460.0,0.004552264108452825,-0.0013589119414864667,0.022454218294869863,0.004087009608035683,-0.0009547439562886537,-0.000488727394336037,-0.0010212671804812187,-0.0010450070393082007
3725400470.0,0.004915076208436361,-0.0012199800537702216,0.022409127154243567,0.004357143175435637,-0.0007628859902782601,-0.00044343332333020963,-0.0010122324800329106,-0.0010530783737330428
3725400480.0,0.005296656245040631,-0.0012537042432623502,0.022372974481972868,0.004245279711381474,-0.0008543451092155664,-0.0004636461778483025,-0.0009666628551731119,-0.0010317243317069646
3725400490.0,0.004907861842487239,-0.001330578231916998,0.02237542908024559,0.0040913578635378475,-0.0009649358147378112,-0.0005475158148679022,-0.0010080535115408755,-0.001091867048823944
3725400500.0,0.004942830219612721,-0.0012461849855070443,0.022436173928375765,0.0048213197248159305,-0.0008483286925454141,-0.0006264951393467537,-0.001000807302244792,-0.0010607114788394778
3725400510.0,0.004872960912577215,-0.0012652580165681436,0.022378172967529402,0.004502792431373022,-0.0009551835992096724,-0.00047422464517296825,-0.0009830552618065919,-0.0010775720412967633
3725400520.0,0.004917030509123993,-0.00129037235721365,0.022413929620595952,0.00483336641084256,-0.0007823179890515631,-0.0003958406577385532,-0.001031569937747739,-0.001052724825064856
3725400530.0,0.005138459902233031,-0.0012390724253561742,0.022438901000854196,0.004623645291392052,-0.0009234917544430426,-0.0005532819805125065,-0.0009624805807190499,-0.0010481948752288286
3725400540.0,0.004991449793302677,-0.0012609423788087696,0.022349023191453644,0.004950224112913195,-0.0008582074376120689,-0.0007534657778819921,-0.0009624056029064151,-0.0010533917035729188
3725400550.0,0.0055612168018676945,-0.0011993851824015317,0.022375098480591934,0.0047419245216583665,-0.0009131459351667127,-0.0005831988560354493,-0.0009705733210428447,-0.0010503101655423455
3725400560.0,0.005323468781920235,-0.0013315683011328623,0.02238513619947512,0.004931658619593912,-0.0008117993204164897,-0.0004888053366225278,-0.0009926456714283698,-0.001054386114579804
3725400570.0,0.005505708780929599,-0.0012688693327883836,0.022354779856405833,0.0050088188293888015,-0.0008808708035296941,-0.0004490767561448082,-0.0010000760600235982,-0.0010268504098437767
3725400580.0,0.00519904459795674,-0.00125667143883926,0.022439629742681735,0.004895716293111688,-0.000917660969738875,-0.0005154953964551624,-0.0010092414328317283,-0.0010291714927964987
3725400590.0,0.00518588686929271,-0.0012693088418387346,0.02236405026626172,0.005458382454088807,-0.000809923945369269,-0.0005968970773627606,-0.001008701353762563,-0.0010584132960368344
3725400600.0,0.00591161766353347,-0.0012410757198313466,0.02240496906095209,0.00480025584728303,-0.0008308032631334128,-0.0004847132372292749,-0.0009565199593571484,-0.0010595759499743664
3725400610.0,0.005820904096912063,-0.001367891912713352,0.0223910803209241,0.004671503830486607,-0.0009927735229692818,-0.0006443699710220832,-0.0009867047360480274,-0.0010492157816033253
3725400620.0,0.005323195471833175,-0.0012106223988407874,0.02235848914199998,0.005373115134996416,-0.0008079579986697431,-0.0004552293441311078,-0.000998945107732346,-0.0010877940625043574
3725400630.0,0.0057682185142167155,-0.0011730208624824968,0.022385970270926692,0.00497821204479107,-0.000742328467680741,-0.00045215244722842404,-0.0009801418530351492,-0.0010307624141195027
3725400640.0,0.005682839899662895,-0.0012132158061746428,0.022399258376932126,0.005182238545107221,-0.0009117279278310672,-0.0004515472165562593,-0.0009896349374815137,-0.001055878971275544
3725400650.0,0.005926808313739708,-0.0013583001169435746,0.022371024263828757,0.005152725020384103,-0.0008281534991674236,-0.0006292602413028075,-0.0010246370997817266,-0.0010686005032944032
3725400660.0,0.00556592679598964,-0.0013257816046896773,0.022442027096936528,0.005331322619407698,-0.0008411065509731698,-0.0005299397024617668,-0.0009863627953289153,-0.0010714812733807328
3725400670.0,0.0055994410623901895,-0.0013168532346334656,0.022376808460423277,0.005264964393701078,-0.000882966052808664,-0.0006908620163380548,-0.0010134951190614477,-0.0010657567123942985
3725400680.0,0.006067993564509011,-0.0012505539528633186,0.022427446459067014,0.005407495170501809,-0.0009920490339716786,-0.0006532345825789782,-0.0009697440040827676,-0.0010754778469509482
3725400690.0,0.006276816931520596,-0.00123289063530355,0.022422116263264773,0.005857515473670262,-0.0008284185309714937,-0.0003743887879408067,-0.0009975541069413695,-0.0010439281831621636
3725400700.0,0.006270240651147748,-0.0013389844014256827,0.022462869532932087,0.0055562675499568545,-0.0008578291653257331,-0.000405207600946876,-0.0009949996377306247,-0.0010415024029103348
